Rank,Name,Position,Team,Weekly Salary,year
426.0,Tyrone Mings,Defender,BOU,16000,2016
426.0,Rhoys Wiggins,Defender,BOU,16000,2016
426.0,Collin Quaner,Forward,HUD,16000,2016
426.0,Kevin Stewart,Midfielder,LFC,16000,2016
426.0,Tommie Hoban,Defender,WAT,16000,2016
431.0,Emerson Hyndman,Midfielder,BOU,15000,2016
431.0,Junior Stanislas,Midfielder,BOU,15000,2016
431.0,David Stockdale,Goalkeeper,BHA,15000,2016
431.0,Matt Miazga,Defender,CFC,15000,2016
431.0,Jo Gorenc-Stankovic,Defender,HUD,15000,2016
431.0,Joe Gomez,Defender,LFC,15000,2016
431.0,Marko Grujic,Midfielder,LFC,15000,2016
431.0,Timothy Fosu-Mensah,Defender,MUFC,15000,2016
431.0,Jamaal Lascelles,Defender,NUFC,15000,2016
431.0,Modou Barrow,Forward,SCAFC,15000,2016
431.0,Kyle Bartley,Defender,SCAFC,15000,2016
431.0,Mike van der Hoorn,Defender,SCAFC,15000,2016
431.0,Juan Carlos Paredes,Defender,WAT,15000,2016
431.0,Hal Robson-Kanu,Forward,WBAFC,15000,2016
431.0,Doneil Henry,Defender,WHUFC,15000,2016
446.0,Kevin Long,Defender,BFC,14000,2016
446.0,Anthony Pilkington,Midfielder,CCFC,14000,2016
446.0,Rolando Aarons,Forward,NUFC,14000,2016
449.0,Neeskens Kebano,Midfielder,FFC,13462,2016
450.0,Steve Cook,Defender,BOU,13000,2016
450.0,Eunan O'Kane,Midfielder,LUFC,13000,2016
450.0,Craig Cathcart,Defender,WAT,13000,2016
450.0,Obbi Oulare,Forward,WAT,13000,2016
454.0,Jazz Richards,Defender,CCFC,12981,2016
455.0,Oliver Norwood,Midfielder,BHA,12000,2016
455.0,Fredrik Ulvestad,Midfielder,BFC,12000,2016
455.0,Jack Payne,Midfielder,HUD,12000,2016
455.0,Ben Hamer,Goalkeeper,LC,12000,2016
455.0,Trent Alexander-Arnold,Defender,LFC,12000,2016
455.0,Sam Johnstone,Goalkeeper,MUFC,12000,2016
455.0,Curtis Good,Defender,NUFC,12000,2016
455.0,Sam Gallagher,Forward,SFC,12000,2016
455.0,Harrison Reed,Midfielder,SFC,12000,2016
455.0,Jack Stephens,Defender,SFC,12000,2016
465.0,Ademola Lookman,Forward,EFC,11500,2016
466.0,Nick Pope,Goalkeeper,BFC,11000,2016
466.0,Stuart O'Keefe,Midfielder,CCFC,11000,2016
466.0,Kenneth Zohore,Forward,CCFC,11000,2016
469.0,Tendayi Darikwa,Defender,BFC,10000,2016
469.0,Eduardo Carvalho,Goalkeeper,CFC,10000,2016
469.0,Charly Musonda,Midfielder,CFC,10000,2016
469.0,Wallace Oliveira,Defender,CFC,10000,2016
469.0,Stefan Johansen,Midfielder,FFC,10000,2016
469.0,Martin Cranie,Defender,HUD,10000,2016
469.0,Jonathan Hogg,Midfielder,HUD,10000,2016
469.0,Mark Hudson,Defender,HUD,10000,2016
469.0,Joe Lolley,Forward,HUD,10000,2016
469.0,Christopher Schindler,Defender,HUD,10000,2016
469.0,Jordon Ibe,Midfielder,LFC,10000,2016
469.0,Sheyi Ojo,Forward,LFC,10000,2016
469.0,Patrick Roberts,Forward,MCFC,10000,2016
469.0,Cameron Borthwick-Jackson,Defender,MUFC,10000,2016
469.0,Matt Targett,Defender,SFC,10000,2016
469.0,Jakob Haugaard,Goalkeeper,SCFC,10000,2016
469.0,Matt Grimes,Midfielder,SCAFC,10000,2016
469.0,Giedrius Arlauskis,Goalkeeper,WAT,10000,2016
469.0,Sam Field,Midfielder,WBAFC,10000,2016
488.0,Kazenga Lualua,Midfielder,BHA,9000,2016
488.0,Todd Kane,Defender,CFC,9000,2016
488.0,Achraf Lazaar,Defender,NUFC,9000,2016
488.0,Leon Clarke,Forward,SUFC,9000,2016
492.0,Denis Odoi,Defender,FFC,8900,2016
493.0,Ryan Allsop,Goalkeeper,BOU,8500,2016
494.0,Richie Towell,Forward,BHA,8000,2016
494.0,Tyias Browning,Defender,EFC,8000,2016
494.0,Floyd Ayite,Forward,FFC,8000,2016
494.0,Michael Hefele,Defender,HUD,8000,2016
494.0,Chris Lowe,Defender,HUD,8000,2016
494.0,Rajiv van La Parra,Midfielder,HUD,8000,2016
494.0,Nahki Wells,Forward,HUD,8000,2016
494.0,Hamza Choudhury,Midfielder,LC,8000,2016
494.0,Brahim Diaz,Midfielder,MCFC,8000,2016
494.0,Josh Cullen,Midfielder,WHUFC,8000,2016
494.0,Domingos Quina,Midfielder,WHUFC,8000,2016
505.0,Jed Steer,Goalkeeper,AVFC,7284,2016
506.0,Dominic Solanke,Forward,CFC,7000,2016
506.0,Adrian Mariappa,Defender,WAT,7000,2016
508.0,Cristian Cuevas,Defender,CFC,6000,2016
508.0,Tom Davies,Midfielder,EFC,6000,2016
508.0,Jose Angel Tasende,Defender,MCFC,6000,2016
508.0,Mark Birighitti,Goalkeeper,SCAFC,6000,2016
508.0,Jay Fulton,Midfielder,SCAFC,6000,2016
508.0,Darren Randolph,Goalkeeper,WHUFC,6000,2016
514.0,Nathaniel Chalobah,Midfielder,CFC,5000,2016
514.0,Charlie Colkett,Midfielder,CFC,5000,2016
514.0,Kieran Dowell,Midfielder,EFC,5000,2016
514.0,Jason Davidson,Defender,HUD,5000,2016
514.0,Jordi Hiwula,Forward,HUD,5000,2016
514.0,Tommy Smith,Defender,HUD,5000,2016
514.0,Dean Whitehead,Midfielder,HUD,5000,2016
514.0,Tosin Adarabioyo,Defender,MCFC,5000,2016
514.0,Aleix Garcia,Midfielder,MCFC,5000,2016
514.0,Josh Harrop,Midfielder,MUFC,5000,2016
514.0,Joel Castro Pereira,Goalkeeper,MUFC,5000,2016
514.0,Axel Tuanzebe,Defender,MUFC,5000,2016
514.0,Adam Armstrong,Forward,NUFC,5000,2016
514.0,Ivan Toney,Forward,NUFC,5000,2016
514.0,Stuart Taylor,Goalkeeper,SFC,5000,2016
514.0,Oliver McBurnie,Forward,SCAFC,5000,2016
514.0,Joshua Onomah,Midfielder,THFC,5000,2016
531.0,Krystian Bielik,Defender,AFC,4000,2016
531.0,Harry Bunn,Forward,HUD,4000,2016
531.0,Joel Coleman,Goalkeeper,HUD,4000,2016
531.0,Harry Wilson,Midfielder,LFC,4000,2016
531.0,Angus Gunn,Goalkeeper,MCFC,4000,2016
531.0,Kenji Gorre,Forward,SCAFC,4000,2016
531.0,Ashley Fletcher,Forward,WHUFC,4000,2016
538.0,Aaron Ramsdale,Goalkeeper,BOU,3000,2016
538.0,Kyle Scott,Midfielder,CFC,3000,2016
538.0,Sullay Kaikai,Midfielder,CP,3000,2016
538.0,Matthew Pennington,Defender,EFC,3000,2016
538.0,Tareiq Holmes-Dennis,Defender,HUD,3000,2016
538.0,Tom Lawrence,Forward,LC,3000,2016
538.0,Cameron Brannagan,Midfielder,LFC,3000,2016
538.0,Harry Souttar,Defender,SCFC,3000,2016
538.0,Stephen Kingsley,Defender,SCAFC,3000,2016
538.0,Jonathan Leko,Midfielder,WBAFC,3000,2016
538.0,Reece Burke,Defender,WHUFC,3000,2016
538.0,Ethan Ebanks-Landell,Defender,WWFC,3000,2016
550.0,Dominic Calvert-Lewin,Forward,EFC,2500,2016
551.0,Jeff Reine-Adelaide,Midfielder,AFC,2000,2016
551.0,Josh Knight,Defender,LC,2000,2016
551.0,Trent Alexander-Arnold,Defender,LFC,2000,2016
551.0,Ovie Ejaria,Midfielder,LFC,2000,2016
551.0,Connor Randall,Defender,LFC,2000,2016
551.0,Jamie Sterry,Defender,NUFC,2000,2016
551.0,Alex Palmer,Goalkeeper,WBAFC,2000,2016
551.0,Sebastien Pocognoli,Defender,WBAFC,2000,2016
551.0,Kane Wilson,Defender,WBAFC,2000,2016
560.0,Josh Dasilva,Forward,AFC,1000,2016
560.0,Flo Bojaj,Forward,HUD,1000,2016
560.0,Luke Brattan,Midfielder,MCFC,1000,2016
563.0,Ben Hall,Defender,BHA,800,2016
563.0,Tyler Hornby-Forbes,Defender,BHA,800,2016
563.0,Alfie Jones,Defender,SFC,800,2016
563.0,Yan Valery,Defender,SFC,800,2016
563.0,Will Wood,Defender,SFC,800,2016
563.0,Tyler Roberts,Midfielder,WBAFC,800,2016
569.0,Harry Cornick,Midfielder,BOU,750,2016
570.0,Dan Agyei,Forward,BFC,700,2016
570.0,Freddie Ladapo,Forward,CP,700,2016
570.0,Luke Coddington,Goalkeeper,HUD,700,2016
573.0,Jack Simpson,Defender,BOU,600,2016
574.0,Regan Booty,Midfielder,HUD,500,2016
575.0,Sam Surridge,Forward,BOU,450,2016
576.0,Reiss Nelson,Midfielder,AFC,120,2016
577.0,Ben Woodburn,Forward,LFC,100,2016
1.0,Paul Pogba,Midfielder,MUFC,290000,2017
2.0,Eden Hazard,Midfielder,CFC,225000,2017
3.0,Sergio Aguero,Forward,MCFC,220000,2017
3.0,Yaya Toure,Midfielder,MCFC,220000,2017
5.0,David de Gea,Goalkeeper,MUFC,200000,2017
6.0,Alexandre Lacazette,Forward,AFC,182063,2017
7.0,Romelu Lukaku,Forward,MUFC,180000,2017
8.0,Mesut Ozil,Midfielder,AFC,175000,2017
8.0,Kevin De Bruyne,Midfielder,MCFC,175000,2017
8.0,Alexis Sanchez,Forward,MUFC,175000,2017
11.0,Alvaro Morata,Forward,CFC,170000,2017
12.0,Wayne Rooney,Forward,EFC,160000,2017
12.0,David Silva,Midfielder,MCFC,160000,2017
12.0,Juan Mata,Midfielder,MUFC,160000,2017
15.0,Cesc Fabregas,Midfielder,CFC,156000,2017
16.0,Vincent Kompany,Defender,MCFC,150000,2017
16.0,Raheem Sterling,Forward,MCFC,150000,2017
18.0,Alexis Sanchez,Forward,AFC,140000,2017
18.0,James Milner,Midfielder,LFC,140000,2017
18.0,Ilkay Gundogan,Midfielder,MCFC,140000,2017
18.0,Javier Chicharito Hernandez,Forward,WHUFC,140000,2017
22.0,Willian da Silva,Midfielder,CFC,138462,2017
23.0,Daniel Sturridge,Forward,LFC,130000,2017
24.0,Danny Welbeck,Forward,AFC,125000,2017
25.0,Henrikh Mkhitaryan,Midfielder,AFC,120000,2017
25.0,Aaron Ramsey,Midfielder,AFC,120000,2017
25.0,Thibaut Courtois,Goalkeeper,CFC,120000,2017
25.0,Danny Drinkwater,Midfielder,CFC,120000,2017
25.0,N'Golo Kante,Midfielder,CFC,120000,2017
25.0,David Luiz,Defender,CFC,120000,2017
25.0,Christian Benteke,Forward,CP,120000,2017
25.0,Alex Oxlade Chamberlain,Midfielder,LFC,120000,2017
25.0,Mohamed Salah,Forward,LFC,120000,2017
25.0,Nicolas Otamendi,Defender,MCFC,120000,2017
25.0,Bernardo Silva,Forward,MCFC,120000,2017
25.0,Victor Lindelof,Defender,MUFC,120000,2017
25.0,Nemanja Matic,Midfielder,MUFC,120000,2017
25.0,Ashley Young,Midfielder,MUFC,120000,2017
39.0,Sead Kolasinac,Defender,AFC,119500,2017
40.0,Joe Hart,Goalkeeper,MCFC,116000,2017
41.0,Ander Herrera,Midfielder,MUFC,115000,2017
42.0,Tiemoue Bakayoko,Midfielder,CFC,110000,2017
42.0,Anthony Martial,Forward,MUFC,110000,2017
42.0,Marcos Rojo,Defender,MUFC,110000,2017
42.0,Luke Shaw,Defender,MUFC,110000,2017
46.0,Jermain Defoe,Forward,BOU,103462,2017
47.0,Hector Bellerin,Defender,AFC,100000,2017
47.0,Santi Cazorla,Midfielder,AFC,100000,2017
47.0,Petr Cech,Goalkeeper,AFC,100000,2017
47.0,Cesar Azpilicueta,Defender,CFC,100000,2017
47.0,Gary Cahill,Defender,CFC,100000,2017
47.0,Pedro Rodriguez Ledesma,Midfielder,CFC,100000,2017
47.0,Antonio Rudiger,Defender,CFC,100000,2017
47.0,Mamadou Sakho,Defender,CP,100000,2017
47.0,Wilfried Zaha,Forward,CP,100000,2017
47.0,Morgan Schneiderlin,Midfielder,EFC,100000,2017
47.0,Gylfi Sigurdsson,Midfielder,EFC,100000,2017
47.0,Riyad Mahrez,Forward,LC,100000,2017
47.0,Jamie Vardy,Forward,LC,100000,2017
47.0,Roberto Firmino,Forward,LFC,100000,2017
47.0,Jordan Henderson,Midfielder,LFC,100000,2017
47.0,Dejan Lovren,Defender,LFC,100000,2017
47.0,Joel Matip,Defender,LFC,100000,2017
47.0,Fernandinho Luis Roza,Midfielder,MCFC,100000,2017
47.0,Eliaquim Mangala,Defender,MCFC,100000,2017
47.0,John Stones,Defender,MCFC,100000,2017
47.0,Kyle Walker,Defender,MCFC,100000,2017
47.0,Harry Kane,Forward,THFC,100000,2017
47.0,Hugo Lloris,Goalkeeper,THFC,100000,2017
47.0,Jan Vertonghen,Defender,THFC,100000,2017
47.0,Marko Arnautovic,Midfielder,WHUFC,100000,2017
72.0,Pierre-Emerick Aubameyang,Forward,AFC,90000,2017
72.0,Laurent Koscielny,Defender,AFC,90000,2017
72.0,Per Mertesacker,Defender,AFC,90000,2017
72.0,Shkodran Mustafi,Defender,AFC,90000,2017
72.0,Jack Wilshere,Midfielder,AFC,90000,2017
72.0,Granit Xhaka,Midfielder,AFC,90000,2017
72.0,Marcos Alonso,Defender,CFC,90000,2017
72.0,Sadio Mane,Forward,LFC,90000,2017
72.0,Virgil van Dijk,Defender,LFC,90000,2017
72.0,Georginio Wijnaldum,Midfielder,LFC,90000,2017
72.0,Benjamin Mendy,Defender,MCFC,90000,2017
72.0,Leroy Sane,Forward,MCFC,90000,2017
72.0,Marouane Fellaini,Midfielder,MUFC,90000,2017
72.0,Wilfried Bony,Forward,SCAFC,90000,2017
72.0,Andy Carroll,Forward,WHUFC,90000,2017
87.0,Yohan Cabaye,Midfielder,CP,86000,2017
88.0,Antonio Valencia,Defender,MUFC,85000,2017
88.0,Son Heung-Min,Forward,THFC,85000,2017
90.0,Grzegorz Krychowiak,Midfielder,WBAFC,82000,2017
91.0,Kasper Schmeichel,Goalkeeper,LC,80000,2017
91.0,Adrien Silva,Midfielder,LC,80000,2017
91.0,Claudio Bravo,Goalkeeper,MCFC,80000,2017
91.0,Danilo Luiz da Silva,Defender,MCFC,80000,2017
91.0,Fabian Delph,Midfielder,MCFC,80000,2017
91.0,Eric Bailly,Defender,MUFC,80000,2017
91.0,Michael Carrick,Midfielder,MUFC,80000,2017
91.0,Manolo Gabbiadini,Forward,SFC,80000,2017
91.0,Saido Berahino,Forward,SCFC,80000,2017
91.0,Toby Alderweireld,Defender,THFC,80000,2017
91.0,Erik Lamela,Midfielder,THFC,80000,2017
91.0,Moussa Sissoko,Midfielder,THFC,80000,2017
103.0,Mathieu Debuchy,Defender,AFC,75000,2017
103.0,Victor Moses,Defender,CFC,75000,2017
103.0,Yannick Bolasie,Forward,EFC,75000,2017
103.0,Danny Ings,Forward,LFC,75000,2017
103.0,Gabriel Jesus,Forward,MCFC,75000,2017
103.0,Daley Blind,Defender,MUFC,75000,2017
103.0,Phil Jones,Defender,MUFC,75000,2017
103.0,Jesse Lingard,Forward,MUFC,75000,2017
103.0,Christian Eriksen,Midfielder,THFC,75000,2017
103.0,Fernando Llorente,Forward,THFC,75000,2017
103.0,Jose Fonte,Defender,WHUFC,75000,2017
103.0,Pablo Zabaleta,Defender,WHUFC,75000,2017
115.0,Asmir Begovic,Goalkeeper,BOU,70000,2017
115.0,Davide Zappacosta,Defender,CFC,70000,2017
115.0,Leighton Baines,Defender,EFC,70000,2017
115.0,Davy Klaassen,Midfielder,EFC,70000,2017
115.0,Ashley Williams,Defender,EFC,70000,2017
115.0,Nathaniel Clyne,Defender,LFC,70000,2017
115.0,Sergio Romero,Goalkeeper,MUFC,70000,2017
115.0,Chris Smalling,Defender,MUFC,70000,2017
115.0,Jonjo Shelvey,Midfielder,NUFC,70000,2017
115.0,Charlie Austin,Forward,SFC,70000,2017
115.0,Ryan Bertrand,Defender,SFC,70000,2017
115.0,Fraser Forster,Goalkeeper,SFC,70000,2017
115.0,Kevin Wimmer,Defender,SCFC,70000,2017
115.0,Serge Aurier,Defender,THFC,70000,2017
115.0,Andre Gray,Forward,WAT,70000,2017
115.0,Michail Antonio,Midfielder,WHUFC,70000,2017
115.0,Manuel Lanzini,Midfielder,WHUFC,70000,2017
115.0,Angelo Ogbonna,Defender,WHUFC,70000,2017
115.0,Winston Reid,Defender,WHUFC,70000,2017
134.0,Nacho Monreal,Defender,AFC,65000,2017
134.0,Adam Lallana,Midfielder,LFC,65000,2017
134.0,Ederson,Goalkeeper,MCFC,65000,2017
134.0,Sofiane Boufal,Midfielder,SFC,65000,2017
134.0,Mario Lemina,Midfielder,SFC,65000,2017
134.0,Oriol Romeu,Midfielder,SFC,65000,2017
134.0,Cedric Soares,Defender,SFC,65000,2017
134.0,Eric Maxim Choupo-Moting,Midfielder,SCFC,65000,2017
134.0,Mame Diouf,Forward,SCFC,65000,2017
134.0,Xherdan Shaqiri,Midfielder,SCFC,65000,2017
134.0,Kieran Trippier,Defender,THFC,65000,2017
134.0,Victor Wanyama,Midfielder,THFC,65000,2017
134.0,Troy Deeney,Forward,WAT,65000,2017
134.0,Jonny Evans,Defender,WBAFC,65000,2017
148.0,John Terry,Defender,AVFC,60000,2017
148.0,Olivier Giroud,Forward,CFC,60000,2017
148.0,Scott Dann,Defender,CP,60000,2017
148.0,Connor Wickham,Forward,CP,60000,2017
148.0,Michael Keane,Defender,EFC,60000,2017
148.0,Jordan Pickford,Goalkeeper,EFC,60000,2017
148.0,Cenk Tosun,Forward,EFC,60000,2017
148.0,Simon Mignolet,Goalkeeper,LFC,60000,2017
148.0,Aleksandar Mitrovic,Forward,NUFC,60000,2017
148.0,Steven Davis,Midfielder,SFC,60000,2017
148.0,Wesley Hoedt,Defender,SFC,60000,2017
148.0,Shane Long,Forward,SFC,60000,2017
148.0,Nathan Redmond,Forward,SFC,60000,2017
148.0,Dusan Tadic,Forward,SFC,60000,2017
148.0,Bruno Martins Indi,Defender,SCFC,60000,2017
148.0,Ben Davies,Defender,THFC,60000,2017
148.0,Eric Dier,Midfielder,THFC,60000,2017
148.0,Danny Rose,Defender,THFC,60000,2017
148.0,Davinson Sanchez,Defender,THFC,60000,2017
148.0,Gareth Barry,Midfielder,WBAFC,60000,2017
148.0,Nacer Chadli,Midfielder,WBAFC,60000,2017
148.0,Ben Foster,Goalkeeper,WBAFC,60000,2017
148.0,Jay Rodriguez,Forward,WBAFC,60000,2017
148.0,Jose Salomon Rondon,Forward,WBAFC,60000,2017
148.0,Claudio Yacob,Midfielder,WBAFC,60000,2017
148.0,Cheikhou Kouyate,Midfielder,WHUFC,60000,2017
174.0,Tammy Abraham,Forward,CFC,57692,2017
175.0,Jeffrey Schlupp,Defender,CP,56000,2017
176.0,Mohamed Elneny,Midfielder,AFC,55000,2017
176.0,Luka Milivojevic,Midfielder,CP,55000,2017
176.0,Jairo Riedewald,Defender,CP,55000,2017
176.0,Bakary Sako,Midfielder,CP,55000,2017
176.0,Andros Townsend,Forward,CP,55000,2017
176.0,Patrick Van Aanholt,Defender,CP,55000,2017
176.0,Oumar Niasse,Forward,EFC,55000,2017
176.0,Ragnar Klavan,Defender,LFC,55000,2017
176.0,Darren Fletcher,Midfielder,SCFC,55000,2017
176.0,Ryan Shawcross,Defender,SCFC,55000,2017
176.0,Dele Alli,Midfielder,THFC,55000,2017
176.0,Mousa Dembele,Midfielder,THFC,55000,2017
176.0,Kieran Gibbs,Defender,WBAFC,55000,2017
176.0,Pedro Obiang,Midfielder,WHUFC,55000,2017
190.0,Calum Chambers,Defender,AFC,50000,2017
190.0,Ross Barkley,Midfielder,CFC,50000,2017
190.0,James McArthur,Midfielder,CP,50000,2017
190.0,James Tomkins,Defender,CP,50000,2017
190.0,Phil Jagielka,Defender,EFC,50000,2017
190.0,James McCarthy,Midfielder,EFC,50000,2017
190.0,Theo Walcott,Forward,EFC,50000,2017
190.0,Aaron Mooy,Midfielder,HUD,50000,2017
190.0,Andy Robertson,Defender,LFC,50000,2017
190.0,Pierre-Emile Hoejbjerg,Midfielder,SFC,50000,2017
190.0,Maya Yoshida,Defender,SFC,50000,2017
190.0,Joe Allen,Midfielder,SCFC,50000,2017
190.0,Jordan Ayew,Forward,SCAFC,50000,2017
190.0,Sam Clucas,Midfielder,SCAFC,50000,2017
190.0,Lukasz Fabianski,Goalkeeper,SCAFC,50000,2017
190.0,Tom Cleverley,Midfielder,WAT,50000,2017
190.0,Aaron Cresswell,Defender,WHUFC,50000,2017
190.0,Mark Noble,Midfielder,WHUFC,50000,2017
190.0,Adrian San Miguel del Castillo,Goalkeeper,WHUFC,50000,2017
209.0,Roque Mesa,Midfielder,SCAFC,49000,2017
210.0,Jack Stephens,Defender,SFC,48000,2017
211.0,Jese Rodriguez Ruiz,Forward,SCFC,46000,2017
211.0,Jake Livermore,Midfielder,WBAFC,46000,2017
213.0,Steve Cook,Defender,BOU,45000,2017
213.0,Joshua King,Forward,BOU,45000,2017
213.0,Carl Jenkinson,Defender,AFC,45000,2017
213.0,Eddie Nketiah,Forward,AFC,45000,2017
213.0,Jose Izquierdo,Forward,BHA,45000,2017
213.0,Davy Propper,Midfielder,BHA,45000,2017
213.0,Idrissa Gueye,Midfielder,EFC,45000,2017
213.0,Emre Can,Midfielder,LFC,45000,2017
213.0,Matteo Darmian,Defender,MUFC,45000,2017
213.0,Mohamed Diame,Midfielder,NUFC,45000,2017
213.0,Ayoze Perez,Forward,NUFC,45000,2017
213.0,Matt Ritchie,Midfielder,NUFC,45000,2017
213.0,James Ward-Prowse,Midfielder,SFC,45000,2017
213.0,Leroy Fer,Midfielder,SCAFC,45000,2017
213.0,Daryl Janmaat,Defender,WAT,45000,2017
213.0,Roberto Pereyra,Midfielder,WAT,45000,2017
213.0,Sebastian Prodl,Defender,WAT,45000,2017
213.0,Chris Brunt,Midfielder,WBAFC,45000,2017
231.0,Federico Fernandez,Defender,SCAFC,43000,2017
232.0,Nathan Ake,Defender,BOU,40000,2017
232.0,Harry Arter,Midfielder,BOU,40000,2017
232.0,Artur Boruc,Goalkeeper,BOU,40000,2017
232.0,David Ospina,Goalkeeper,AFC,40000,2017
232.0,Henri Lansbury,Midfielder,AVFC,40000,2017
232.0,Willy Caballero,Goalkeeper,CFC,40000,2017
232.0,Kurt Zouma,Defender,CFC,40000,2017
232.0,Wayne Hennessey,Goalkeeper,CP,40000,2017
232.0,Ramiro Funes Mori,Defender,EFC,40000,2017
232.0,Alberto Moreno,Defender,LFC,40000,2017
232.0,Dwight Gayle,Forward,NUFC,40000,2017
232.0,Jamaal Lascelles,Defender,NUFC,40000,2017
232.0,Joselu Mato,Forward,NUFC,40000,2017
232.0,Peter Crouch,Forward,SCFC,40000,2017
232.0,Michel Vorm,Goalkeeper,THFC,40000,2017
232.0,Craig Dawson,Defender,WBAFC,40000,2017
232.0,James Morrison,Midfielder,WBAFC,40000,2017
232.0,Matt Phillips,Midfielder,WBAFC,40000,2017
232.0,Arthur Masuaku,Defender,WHUFC,40000,2017
232.0,Robert Snodgrass,Midfielder,WHUFC,40000,2017
252.0,Jordon Ibe,Midfielder,BOU,38000,2017
252.0,Seamus Coleman,Defender,EFC,38000,2017
252.0,Florian Lejeune,Defender,NUFC,38000,2017
252.0,Erik Pieters,Defender,SCFC,38000,2017
252.0,Leon Britton,Midfielder,SCAFC,38000,2017
257.0,Lucas Moura,Forward,THFC,37500,2017
258.0,Sung-Yeung Ki,Midfielder,SCAFC,36000,2017
258.0,Wayne Routledge,Midfielder,SCAFC,36000,2017
260.0,Charlie Daniels,Defender,BOU,35000,2017
260.0,Dan Gosling,Midfielder,BOU,35000,2017
260.0,Adam Smith,Defender,BOU,35000,2017
260.0,Andrew Surman,Midfielder,BOU,35000,2017
260.0,Jonathan Kodjia,Forward,AVFC,35000,2017
260.0,Lewis Dunk,Defender,BHA,35000,2017
260.0,Anthony Knockaert,Forward,BHA,35000,2017
260.0,Tim Krul,Goalkeeper,BHA,35000,2017
260.0,Mathew Ryan,Goalkeeper,BHA,35000,2017
260.0,Robbie Brady,Midfielder,BFC,35000,2017
260.0,Jack Cork,Midfielder,BFC,35000,2017
260.0,Steven Defour,Midfielder,BFC,35000,2017
260.0,Tom Heaton,Goalkeeper,BFC,35000,2017
260.0,Jeff Hendrick,Midfielder,BFC,35000,2017
260.0,Aaron Lennon,Forward,BFC,35000,2017
260.0,Nick Pope,Goalkeeper,BFC,35000,2017
260.0,Chris Wood,Forward,BFC,35000,2017
260.0,Andreas Christensen,Defender,CFC,35000,2017
260.0,Ruben Loftus-Cheek,Midfielder,CFC,35000,2017
260.0,Jason Puncheon,Midfielder,CP,35000,2017
260.0,Joel Ward,Defender,CP,35000,2017
260.0,Cuco Martina,Defender,EFC,35000,2017
260.0,Marcus Bettinelli,Goalkeeper,FFC,35000,2017
260.0,Laurent Depoitre,Forward,HUD,35000,2017
260.0,Steve Mounie,Forward,HUD,35000,2017
260.0,Ciaran Clark,Defender,NUFC,35000,2017
260.0,Jack Colback,Midfielder,NUFC,35000,2017
260.0,Jesus Gamez,Defender,NUFC,35000,2017
260.0,Javier Manquillo,Defender,NUFC,35000,2017
260.0,Chancel Mbemba,Defender,NUFC,35000,2017
260.0,Mikel Merino,Midfielder,NUFC,35000,2017
260.0,Henri Saivet,Midfielder,NUFC,35000,2017
260.0,Charlie Adam,Midfielder,SCFC,35000,2017
260.0,Jack Butland,Goalkeeper,SCFC,35000,2017
260.0,Tom Carroll,Midfielder,SCAFC,35000,2017
260.0,Georges-Kevin N'Koudou,Midfielder,THFC,35000,2017
260.0,Etienne Capoue,Midfielder,WAT,35000,2017
260.0,Nathaniel Chalobah,Midfielder,WAT,35000,2017
260.0,Heurelho Gomes,Goalkeeper,WAT,35000,2017
260.0,Younes Kaboul,Defender,WAT,35000,2017
260.0,Stefano Okaka,Forward,WAT,35000,2017
260.0,Gareth McAuley,Defender,WBAFC,35000,2017
260.0,Allan-Romeo Nyom,Defender,WBAFC,35000,2017
260.0,James Collins,Defender,WHUFC,35000,2017
260.0,John Ruddy,Goalkeeper,WWFC,35000,2017
305.0,Mathias Jorgensen,Defender,HUD,33000,2017
305.0,Jon Flanagan,Defender,LFC,33000,2017
305.0,Martin Olsson,Defender,SCAFC,33000,2017
308.0,Aymeric Laporte,Defender,MCFC,32500,2017
308.0,Helder Costa,Forward,WWFC,32500,2017
310.0,Neil Taylor,Defender,AVFC,32000,2017
310.0,Ezequiel Schelotto,Defender,BHA,32000,2017
310.0,Nathan Dyer,Midfielder,SCAFC,32000,2017
310.0,Kyle Naughton,Defender,SCAFC,32000,2017
310.0,Angel Rangel,Defender,SCAFC,32000,2017
310.0,Richarlison,Forward,WAT,32000,2017
316.0,Ashley Westwood,Midfielder,BFC,31000,2017
317.0,Lewis Cook,Midfielder,BOU,30000,2017
317.0,Adam Federici,Goalkeeper,BOU,30000,2017
317.0,Simon Francis,Defender,BOU,30000,2017
317.0,Callum Wilson,Forward,BOU,30000,2017
317.0,Alex Iwobi,Forward,AFC,30000,2017
317.0,James Chester,Defender,AVFC,30000,2017
317.0,Shane Duffy,Defender,BHA,30000,2017
317.0,Pascal Gross,Midfielder,BHA,30000,2017
317.0,Glenn Murray,Forward,BHA,30000,2017
317.0,Bruno Saltor Grau,Defender,BHA,30000,2017
317.0,Dale Stephens,Midfielder,BHA,30000,2017
317.0,Jonathan Walters,Forward,BFC,30000,2017
317.0,Eduardo Carvalho,Goalkeeper,CFC,30000,2017
317.0,Pape Souare,Defender,CP,30000,2017
317.0,Muhamed Besic,Midfielder,EFC,30000,2017
317.0,Maarten Stekelenburg,Goalkeeper,EFC,30000,2017
317.0,Tom Ince,Forward,HUD,30000,2017
317.0,Alex Pritchard,Midfielder,HUD,30000,2017
317.0,Daniel Williams,Midfielder,HUD,30000,2017
317.0,Joe Gomez,Defender,LFC,30000,2017
